HO,MR,RCH,FULL,Type,Tech,Band,Operator
0.014,,0.01,0.045,SCG Mod.,NSA,Mid,ATT
0.021,0.059,0.01,0.079,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.018,0.078,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.043,SCG Mod.,NSA,Mid,ATT
0.02,0.06699999999999999,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.02,0.009999999999999998,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.046,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.04,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.049,SCG Mod.,NSA,Mid,ATT
0.021,0.08199999999999999,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.019,0.061,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.039,SCG Mod.,NSA,Mid,ATT
0.019,0.06,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.02,0.074,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.02,0.06999999999999999,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.018,0.044,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.021,0.05199999999999999,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.02,0.065,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.021,0.063,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.023,0.049999999999999996,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.024,0.045000000000000005,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.021,0.061,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.013,3.247,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.021,0.057999999999999996,0.01,0.079,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.034,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.038,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.018,0.05,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.018,0.040999999999999995,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.018,0.096,0.01,0.056,SCG Mod.,NSA,Mid,ATT
0.02,0.08,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.033,SCG Mod.,NSA,Mid,ATT
0.018,0.104,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.019,0.055999999999999994,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.019,0.05399999999999999,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.019,0.05499999999999999,0.01,0.059,SCG Mod.,NSA,Mid,ATT
0.018,0.066,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.018,0.06799999999999999,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.018,0.092,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.017,0.047,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.02,0.059,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.012,2.549,0.01,0.046,SCG Mod.,NSA,Mid,ATT
0.019,0.05,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.019,0.063,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.02,0.05,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.019,0.005000000000000001,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.018,0.056999999999999995,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.018,0.082,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.018,0.046,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.018,0.065,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.018,0.055999999999999994,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.018,0.047,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.036,SCG Mod.,NSA,Mid,ATT
0.022,0.041,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.02,0.05099999999999999,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.038,,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.023,0.038,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.022,0.04800000000000001,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.039,,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.021,0.05299999999999999,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.019,0.044,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.019,0.064,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.03,SCG Mod.,NSA,Mid,ATT
0.018,0.05,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.019,,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.02,0.05399999999999999,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.021,0.039999999999999994,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.021,0.062,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.019,0.05199999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.018,0.05299999999999999,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.019,0.051000000000000004,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.021,0.062,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.055999999999999994,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.017,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.019,0.05499999999999999,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.021,0.03899999999999999,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.036,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.047,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.018,0.047,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.018,0.048,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.019,0.05,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.047,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.032,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.047,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.019,0.035,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.042,SCG Mod.,NSA,Mid,ATT
0.031,0.059,0.01,0.079,SCG Mod.,NSA,Mid,ATT
0.028,0.04200000000000001,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.059,0.01,0.059,SCG Mod.,NSA,Mid,ATT
0.021,0.061,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.02,0.05,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.031,SCG Mod.,NSA,Mid,ATT
0.02,0.05099999999999999,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.033,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.038,SCG Mod.,NSA,Mid,ATT
0.021,0.03899999999999999,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.02,0.041999999999999996,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.02,0.043,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.018,0.041999999999999996,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.035,SCG Mod.,NSA,Mid,ATT
0.019,0.041999999999999996,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.022,0.11800000000000002,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.049,SCG Mod.,NSA,Mid,ATT
0.02,0.056999999999999995,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.042,SCG Mod.,NSA,Mid,ATT
0.018,0.057999999999999996,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.02,0.047,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.019,0.034,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.018,0.05299999999999999,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.02,0.055999999999999994,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.018,0.056999999999999995,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.038,SCG Mod.,NSA,Mid,ATT
0.019,0.072,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.021,0.06,0.01,0.078,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.043,SCG Mod.,NSA,Mid,ATT
0.019,0.05,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.019,0.05499999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.06599999999999999,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.02,0.062,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.018,0.065,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.018,0.034,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.02,0.033,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.018,0.041999999999999996,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.018,0.082,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.064,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.031,SCG Mod.,NSA,Mid,ATT
0.019,0.05199999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.031,SCG Mod.,NSA,Mid,ATT
0.02,0.05399999999999999,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.021,0.06499999999999999,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.02,0.06599999999999999,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.02,0.055999999999999994,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.018,0.045,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.032,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.012,,0.01,0.047,SCG Mod.,NSA,Mid,ATT
0.019,0.056999999999999995,0.01,0.078,SCG Mod.,NSA,Mid,ATT
0.015,2.131,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.019,0.043,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.05,SCG Mod.,NSA,Mid,ATT
0.019,0.12000000000000001,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.018,0.063,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.036,SCG Mod.,NSA,Mid,ATT
0.02,0.06,0.01,0.078,SCG Mod.,NSA,Mid,ATT
0.019,0.06899999999999999,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.039,SCG Mod.,NSA,Mid,ATT
0.02,0.061,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.022,0.038,0.01,0.08,SCG Mod.,NSA,Mid,ATT
0.04,,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.018,0.065,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.019,0.049,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.019,0.06,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.036,SCG Mod.,NSA,Mid,ATT
0.02,0.039999999999999994,0.01,0.078,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.035,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.042,SCG Mod.,NSA,Mid,ATT
0.02,0.062,-10.23,0.07,SCG Mod.,NSA,Mid,ATT
0.019,0.065,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.019,0.074,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.021,0.013000000000000001,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.02,0.06899999999999999,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.018,0.062,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.05199999999999999,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.019,0.056999999999999995,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.018,0.063,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.02,0.05399999999999999,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.02,0.064,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.034,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.035,SCG Mod.,NSA,Mid,ATT
0.022,0.058,0.01,0.08,SCG Mod.,NSA,Mid,ATT
0.021,0.06899999999999999,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.038,SCG Mod.,NSA,Mid,ATT
0.02,0.09999999999999999,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.033,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.041,SCG Mod.,NSA,Mid,ATT
0.02,0.036000000000000004,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.047,SCG Mod.,NSA,Mid,ATT
0.021,0.057999999999999996,0.01,0.079,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.034,SCG Mod.,NSA,Mid,ATT
0.02,0.045,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.02,0.059,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.021,0.061,0.012,0.076,SCG Mod.,NSA,Mid,ATT
0.027,0.006000000000000002,0.011,0.076,SCG Mod.,NSA,Mid,ATT
0.018,0.040999999999999995,0.012,0.077,SCG Mod.,NSA,Mid,ATT
0.02,0.072,0.012,0.065,SCG Mod.,NSA,Mid,ATT
0.02,0.040999999999999995,0.012,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.014,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.023999999999999997,0.012,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.014000000000000002,0.011,0.062,SCG Mod.,NSA,Mid,ATT
0.013,,0.011,0.036,SCG Mod.,NSA,Mid,ATT
0.021,0.043,0.011,0.073,SCG Mod.,NSA,Mid,ATT
0.021,0.05199999999999999,0.011,0.063,SCG Mod.,NSA,Mid,ATT
0.039,,0.011,0.065,SCG Mod.,NSA,Mid,ATT
0.02,0.040999999999999995,0.011,0.075,SCG Mod.,NSA,Mid,ATT
0.02,0.044,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.022,0.042,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.019,0.039999999999999994,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.040999999999999995,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.061,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.014,,0.011,0.044,SCG Mod.,NSA,Mid,ATT
0.02,0.024999999999999998,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.018,0.055999999999999994,0.01,0.059,SCG Mod.,NSA,Mid,ATT
0.02,0.044,0.011,0.072,SCG Mod.,NSA,Mid,ATT
0.037,,0.011,0.067,SCG Mod.,NSA,Mid,ATT
0.019,0.074,0.011,0.062,SCG Mod.,NSA,Mid,ATT
0.019,0.05,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.021,0.057999999999999996,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.105,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.019,0.045,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.019,0.06,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.019,0.071,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.016,,0.011,0.042,SCG Mod.,NSA,Mid,ATT
0.02,0.06,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.018,0.061,0.011,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.039999999999999994,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.013,0.10300000000000001,0.01,0.054,SCG Mod.,NSA,Mid,ATT
0.03,0.05500000000000001,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.016,0.036,0.01,0.039,SCG Mod.,NSA,Mid,ATT
0.019,0.005000000000000001,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.02,0.041999999999999996,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.071,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.022,0.044000000000000004,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.021,0.063,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.021,0.063,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.05399999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.033,SCG Mod.,NSA,Mid,ATT
0.02,0.035,0.01,0.077,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.036,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.046,SCG Mod.,NSA,Mid,ATT
0.019,0.028,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.019,0.048,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.02,0.049,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.014,38.626999999999995,0.01,0.03,SCG Mod.,NSA,Mid,ATT
0.018,,0.01,0.088,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.032,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.031,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.032,SCG Mod.,NSA,Mid,ATT
0.029,0.075,0.01,0.088,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.041,SCG Mod.,NSA,Mid,ATT
0.02,0.08399999999999999,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.02,0.039999999999999994,0.011,0.073,SCG Mod.,NSA,Mid,ATT
0.03,0.069,0.01,0.083,SCG Mod.,NSA,Mid,ATT
0.019,0.039999999999999994,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.043,0.011,0.073,SCG Mod.,NSA,Mid,ATT
0.013,,0.011,0.044,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.043,SCG Mod.,NSA,Mid,ATT
0.018,0.045,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.019,0.043,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.017,,0.01,0.045,SCG Mod.,NSA,Mid,ATT
0.021,0.041999999999999996,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.02,0.047,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.04,,0.011,0.056,SCG Mod.,NSA,Mid,ATT
0.019,0.039999999999999994,0.012,0.077,SCG Mod.,NSA,Mid,ATT
0.013,,0.013,0.045,SCG Mod.,NSA,Mid,ATT
0.018,0.036000000000000004,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.018,0.071,0.01,0.067,SCG Mod.,NSA,Mid,ATT
0.038,,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.021,0.002999999999999999,0.011,0.072,SCG Mod.,NSA,Mid,ATT
0.016,,0.011,0.041,SCG Mod.,NSA,Mid,ATT
0.018,0.041999999999999996,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.015,,0.011,0.04,SCG Mod.,NSA,Mid,ATT
0.019,0.045,0.011,0.068,SCG Mod.,NSA,Mid,ATT
0.019,0.026,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.05099999999999999,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.03,0.066,0.011,0.09,SCG Mod.,NSA,Mid,ATT
0.019,0.105,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.011,0.067,SCG Mod.,NSA,Mid,ATT
0.021,0.05199999999999999,0.01,0.062,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.054,SCG Mod.,NSA,Mid,ATT
0.032,0.051000000000000004,0.01,0.085,SCG Mod.,NSA,Mid,ATT
0.019,0.059,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.053,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.03,0.05,0.01,0.082,SCG Mod.,NSA,Mid,ATT
0.018,0.055999999999999994,0.01,0.058,SCG Mod.,NSA,Mid,ATT
0.03,0.074,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.019,0.049,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.031,0.039999999999999994,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.05,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.048,SCG Mod.,NSA,Mid,ATT
0.019,0.048,0.01,0.267,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.138,SCG Mod.,NSA,Mid,ATT
0.019,0.046,0.01,4.509,SCG Mod.,NSA,Mid,ATT
0.018,0.568,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.019,0.045,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.071,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.039,SCG Mod.,NSA,Mid,ATT
0.014,,0.011,0.033,SCG Mod.,NSA,Mid,ATT
0.017,,0.01,0.05,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.046,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.05,SCG Mod.,NSA,Mid,ATT
0.02,0.06,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.02,0.065,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.019,0.040999999999999995,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.018,0.046,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.018,0.037000000000000005,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.037,,0.01,0.065,SCG Mod.,NSA,Mid,ATT
0.02,0.039999999999999994,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.021,0.03799999999999999,0.01,0.073,SCG Mod.,NSA,Mid,ATT
0.021,0.03899999999999999,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.02,0.041999999999999996,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.059,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.035,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.02,0.05199999999999999,0.01,0.07,SCG Mod.,NSA,Mid,ATT
0.015,12.305,0.01,0.05,SCG Mod.,NSA,Mid,ATT
0.02,0.009999999999999998,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.02,0.06599999999999999,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.019,0.043,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.047,,0.01,0.064,SCG Mod.,NSA,Mid,ATT
0.019,0.05299999999999999,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.03,0.048,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.019,0.05499999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.019,0.049,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.018,0.043,0.01,0.072,SCG Mod.,NSA,Mid,ATT
0.019,0.044,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.019,0.032,0.01,0.063,SCG Mod.,NSA,Mid,ATT
0.018,0.046,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.019,0.082,0.011,0.073,SCG Mod.,NSA,Mid,ATT
0.018,0.044,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.017,0.043,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.018,0.064,0.01,0.068,SCG Mod.,NSA,Mid,ATT
0.029,0.04100000000000001,0.01,0.071,SCG Mod.,NSA,Mid,ATT
0.013,,0.01,0.029,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.043,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.046,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.034,SCG Mod.,NSA,Mid,ATT
0.021,0.040999999999999995,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.019,0.031000000000000003,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.016,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.02,0.040999999999999995,0.011,0.075,SCG Mod.,NSA,Mid,ATT
0.02,0.037000000000000005,0.01,0.061,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.056,SCG Mod.,NSA,Mid,ATT
0.02,0.046,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.02,0.06599999999999999,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.021,0.06,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.05499999999999999,0.01,0.06,SCG Mod.,NSA,Mid,ATT
0.02,0.06,0.01,0.075,SCG Mod.,NSA,Mid,ATT
0.019,0.049,0.011,0.067,SCG Mod.,NSA,Mid,ATT
0.021,0.057999999999999996,0.01,0.076,SCG Mod.,NSA,Mid,ATT
0.021,0.061,0.01,0.074,SCG Mod.,NSA,Mid,ATT
0.02,0.059,0.01,0.078,SCG Mod.,NSA,Mid,ATT
0.014,,0.01,0.05,SCG Mod.,NSA,Mid,ATT
0.018,0.052000000000000005,0.01,0.066,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.037,SCG Mod.,NSA,Mid,ATT
0.02,0.086,0.01,0.069,SCG Mod.,NSA,Mid,ATT
0.015,,0.01,0.044,SCG Mod.,NSA,Mid,ATT
0.016,0.694,0.013,0.044,SCG Mod.,NSA,Mid,ATT
0.021,0.061,0.01,0.077,SCG Mod.,NSA,Mid,ATT
