ho_duration
79.0
78.0
79.0
79.0
78.0
83.0
79.0
82.0
83.0
83.0
87.0
82.0
83.0
78.0
78.0
82.0
82.0
88.0
87.0
83.0
88.0
137.0
84.0
91.0
79.0
88.0
79.0
104.0
84.0
93.0
84.0
83.0
84.0
83.0
99.0
87.0
88.0
85.0
83.0
81.0
106.0
86.0
87.0
83.0
83.0
83.0
89.0
88.0
81.0
100.0
83.0
88.0
88.0
81.0
82.0
82.0
82.0
132.0
84.0
95.0
85.0
88.0
82.0
82.0
112.0
81.0
82.0
81.0
90.0
86.0
84.0
88.0
82.0
134.0
89.0
84.0
114.0
84.0
109.0
130.0
84.0
107.0
97.0
82.0
101.0
80.0
79.0
84.0
88.0
82.0
131.0
78.0
91.0
83.0
87.0
77.0
80.0
78.0
93.0
79.0
81.0
81.0
100.0
87.0
84.0
78.0
132.0
78.0
82.0
131.0
78.0
91.0
77.0
79.0
84.0
82.0
93.0
96.0
83.0
83.0
88.0
88.0
79.0
78.0
96.0
91.0
85.0
78.0
131.0
83.0
83.0
129.0
83.0
83.0
83.0
82.0
94.0
83.0
82.0
88.0
77.0
123.0
82.0
82.0
111.0
83.0
83.0
92.0
112.0
83.0
82.0
87.0
83.0
113.0
83.0
85.0
83.0
83.0
92.0
83.0
82.0
83.0
85.0
83.0
83.0
83.0
84.0
114.0
83.0
89.0
83.0
91.0
83.0
112.0
82.0
83.0
106.0
119.0
79.0
78.0
80.0
117.0
83.0
98.0
84.0
84.0
89.0
87.0
104.0
83.0
101.0
88.0
88.0
81.0
103.0
82.0
85.0
92.0
91.0
92.0
91.0
106.0
95.0
83.0
83.0
81.0
92.0
100.0
92.0
99.0
80.0
81.0
79.0
113.0
95.0
96.0
106.0
96.0
99.0
87.0
87.0
92.0
82.0
88.0
97.0
91.0
103.0
83.0
95.0
82.0
83.0
84.0
82.0
82.0
82.0
88.0
88.0
88.0
92.0
80.0
80.0
82.0
83.0
83.0
87.0
87.0
88.0
92.0
105.0
89.0
94.0
79.0
92.0
87.0
100.0
80.0
80.0
101.0
79.0
83.0
82.0
82.0
91.0
81.0
88.0
104.0
86.0
101.0
83.0
103.0
97.0
81.0
79.0
79.0
96.0
99.0
131.0
94.0
83.0
82.0
82.0
95.0
88.0
83.0
82.0
88.0
88.0
92.0
89.0
86.0
85.0
104.0
84.0
84.0
83.0
137.0
81.0
99.0
86.0
87.0
86.0
93.0
81.0
108.0
86.0
86.0
87.0
112.0
84.0
88.0
83.0
88.0
88.0
82.0
88.0
79.0
80.0
104.0
85.0
86.0
87.0
83.0
79.0
88.0
83.0
83.0
84.0
83.0
80.0
82.0
88.0
82.0
83.0
89.0
86.0
81.0
102.0
87.0
104.0
83.0
80.0
95.0
124.0
110.0
112.0
111.0
111.0
101.0
102.0
104.0
102.0
101.0
88.0
92.0
88.0
101.0
81.0
101.0
101.0
87.0
107.0
101.0
79.0
123.0
122.0
103.0
89.0
81.0
83.0
136.0
111.0
84.0
83.0
84.0
103.0
93.0
93.0
84.0
83.0
84.0
95.0
95.0
86.0
110.0
97.0
92.0
101.0
82.0
82.0
84.0
83.0
83.0
83.0
135.0
83.0
99.0
81.0
74.0
102.0
93.0
100.0
92.0
95.0
90.0
104.0
87.0
88.0
89.0
81.0
82.0
84.0
84.0
84.0
84.0
85.0
92.0
85.0
83.0
85.0
84.0
82.0
84.0
107.0
85.0
85.0
121.0
83.0
82.0
84.0
80.0
82.0
80.0
82.0
84.0
83.0
84.0
79.0
82.0
82.0
83.0
79.0
83.0
82.0
84.0
88.0
83.0
85.0
