time_stamp(s),latency_send(ms),latency_receive(ms),jitter_send(ms),jitter_receive(ms),packet_loss_avg_send(%),packet_loss_max_send(%),packet_loss_avg_receive(%),packet_loss_max_receive(%),resolution_send,resolution_receive,FPS_send(fps),FPS_receive(fps)
500.25,63,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,27,12
500.5416666666667,63,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,27,12
500.8333333333333,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
501.125,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
501.4166666666667,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
501.7083333333333,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
502.0,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
502.2916666666667,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
502.5833333333333,54,54,5,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
502.875,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,26,11
503.1666666666667,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,26,11
503.4583333333333,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,26,11
503.75,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,23,13
504.0416666666667,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,23,13
504.3333333333333,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,23,13
504.625,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,24,11
504.9166666666667,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,24,11
505.2083333333333,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,24,11
505.5,54,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,24,11
505.7916666666667,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
506.0833333333333,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
506.375,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
506.6666666666667,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
506.9583333333333,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
507.25,60,56,5,6,0.0,0.0,0.0,0.0,640x360,320x180,25,11
507.5416666666667,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,23,12
507.8333333333333,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,23,12
508.125,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,23,12
508.4166666666667,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,23,12
508.7083333333333,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,24,11
509.0,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,24,11
509.2916666666667,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,24,11
509.5833333333333,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,25,11
509.875,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,25,11
510.1666666666667,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,25,11
510.4583333333333,60,49,5,4,0.0,0.0,0.0,0.0,640x360,320x180,25,11
510.75,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,11
511.0416666666667,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,11
511.3333333333333,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,11
511.625,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,26,11
511.9166666666667,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,26,11
512.2083333333334,55,49,4,4,0.3,1.5,0.0,0.0,640x360,320x180,26,11
512.5,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,24,12
512.7916666666666,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,24,12
513.0833333333334,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,24,12
513.375,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,24,12
513.6666666666666,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,23,12
513.9583333333334,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,23,12
514.25,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,23,12
514.5416666666666,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,12
514.8333333333334,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,12
515.125,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,12
515.4166666666666,55,48,4,4,0.3,1.5,0.0,0.0,640x360,320x180,25,12
515.7083333333334,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,12
516.0,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,12
516.2916666666666,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,12
516.5833333333334,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,11
516.875,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,11
517.1666666666666,54,48,4,4,0.7,5.4,0.0,0.0,640x360,320x180,25,11
517.4583333333334,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,19,11
517.75,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,19,11
518.0416666666666,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,19,11
518.3333333333334,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,19,11
518.625,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,17,12
518.9166666666666,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,17,12
519.2083333333334,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,17,12
519.5,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,26,11
519.7916666666666,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,26,11
520.0833333333334,54,52,4,4,0.7,5.4,0.0,0.0,640x360,320x180,26,11
520.375,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,26,11
520.6666666666666,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,26,11
520.9583333333334,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,26,11
521.25,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,26,11
521.5416666666666,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,18,11
521.8333333333334,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,18,11
522.125,83,52,6,4,0.5,3.6,0.0,0.0,640x360,320x180,18,11
522.4166666666666,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,23,11
522.7083333333334,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,23,11
523.0,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,23,11
523.2916666666666,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,23,11
523.5833333333334,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
523.875,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
524.1666666666666,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
524.4583333333334,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
524.75,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
525.0416666666666,83,53,6,29,0.5,3.6,0.0,0.0,640x360,320x180,26,12
525.3333333333334,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,26,11
525.625,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,26,11
525.9166666666666,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,26,11
526.2083333333334,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,26,11
526.5,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,27,12
526.7916666666666,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,27,12
527.0833333333334,116,53,10,29,0.5,2.5,0.0,0.0,640x360,320x180,27,12
527.375,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,27,11
527.6666666666666,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,27,11
527.9583333333334,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,27,11
528.25,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
528.5416666666666,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
528.8333333333334,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
529.125,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
529.4166666666666,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
529.7083333333334,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
530.0,116,99,10,20,0.5,2.5,0.0,0.0,640x360,320x180,26,12
530.2916666666666,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
530.5833333333334,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
530.875,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
531.1666666666666,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
531.4583333333334,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
531.75,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
532.0416666666666,64,99,6,20,0.0,0.0,0.0,0.0,640x360,320x180,26,11
532.3333333333334,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
532.625,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
532.9166666666666,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
533.2083333333334,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
533.5,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
533.7916666666666,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
534.0833333333334,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
534.375,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,11
534.6666666666666,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,11
534.9583333333334,64,96,6,7,0.0,0.0,0.0,0.0,640x360,320x180,26,11
535.25,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
535.5416666666666,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
535.8333333333334,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
536.125,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
536.4166666666666,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
536.7083333333334,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
537.0,59,96,4,7,0.0,0.0,0.0,0.0,640x360,320x180,26,12
537.2916666666666,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
537.5833333333334,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
537.875,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
538.1666666666666,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
538.4583333333334,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
538.75,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
539.0416666666666,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,25,11
539.3333333333334,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,18,11
539.625,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,18,11
539.9166666666666,59,48,4,9,0.0,0.0,0.0,0.0,640x360,320x180,18,11
540.2083333333334,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,20,12
540.5,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,20,12
540.7916666666666,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,20,12
541.0833333333334,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,26,12
541.375,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,26,12
541.6666666666666,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,26,12
541.9583333333334,64,48,6,9,0.0,0.0,0.0,0.0,640x360,320x180,26,12
542.25,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
542.5416666666666,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
542.8333333333334,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
543.125,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
543.4166666666666,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
543.7083333333334,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,27,11
544.0,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,25,12
544.2916666666666,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,25,12
544.5833333333334,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,25,12
544.875,64,58,6,17,0.0,0.0,0.0,0.0,640x360,320x180,25,12
545.1666666666666,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,26,11
545.4583333333334,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,26,11
545.75,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,26,11
546.0416666666666,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,27,12
546.3333333333334,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,27,12
546.625,91,58,8,17,0.1,1.9,0.0,0.0,640x360,320x180,27,12
546.9166666666666,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,12
547.2083333333334,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,12
547.5,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,12
547.7916666666666,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,12
548.0833333333334,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,11
548.375,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,11
548.6666666666666,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,27,11
548.9583333333334,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,25,12
549.25,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,25,12
549.5416666666666,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,25,12
549.8333333333334,91,67,8,6,0.1,1.9,0.0,0.0,640x360,320x180,25,12
550.125,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,18,11
550.4166666666666,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,18,11
550.7083333333334,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,18,11
551.0,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,26,12
551.2916666666666,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,26,12
551.5833333333334,74,67,6,6,0.3,3.0,0.0,0.0,640x360,320x180,26,12
551.875,74,57,6,7.,0.3,3.0,0.0,0.0,640x360,320x180,26,12
552.1666666666666,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,12
552.4583333333334,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,12
552.75,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,12
553.0416666666666,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,27,12
553.3333333333334,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,27,12
553.625,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,27,12
553.9166666666666,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,11
554.2083333333334,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,11
554.5,74,57,6,7,0.3,3.0,0.0,0.0,640x360,320x180,26,11
554.7916666666666,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
555.0833333333334,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
555.375,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
555.6666666666666,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
555.9583333333334,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
556.25,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
556.5416666666666,67,57,6,7,0.0,0.0,0.0,0.0,640x360,320x180,27,9
556.8333333333334,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,12
557.125,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,12
557.4166666666666,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,12
557.7083333333334,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,12
558.0,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,26,11
558.2916666666666,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,26,11
558.5833333333334,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,26,11
558.875,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,11
559.1666666666666,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,11
559.4583333333334,67,63,6,9,0.0,0.0,1.3,1.9,640x360,320x180,27,11
559.75,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
560.0416666666666,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
560.3333333333334,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
560.625,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
560.9166666666666,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
561.2083333333334,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
561.5,69,63,5,9,0.6,5.5,1.3,1.9,640x360,320x180,27,12
561.7916666666666,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
562.0833333333334,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
562.375,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
562.6666666666666,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
562.9583333333334,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,27,12
563.25,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,27,12
563.5416666666666,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,27,12
563.8333333333334,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
564.125,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
564.4166666666666,69,77,5,4,0.6,5.5,0.0,1.9,640x360,320x180,25,11
564.7083333333334,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,25,11
565.0,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,25,11
565.2916666666666,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,25,11
565.5833333333334,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,25,11
565.875,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,27,11
566.1666666666666,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,27,11
566.4583333333334,57,77,4,4,0.0,0.0,0.0,1.9,640x360,320x180,27,11
566.75,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
567.0416666666666,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
567.3333333333334,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
567.625,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
567.9166666666666,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
568.2083333333334,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
568.5,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,27,12
568.7916666666666,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
569.0833333333334,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
569.375,57,46,4,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
569.6666666666666,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
569.9583333333334,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
570.25,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
570.5416666666666,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,11
570.8333333333334,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,7
571.125,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,7
571.4166666666666,70,46,5,5,0.0,0.0,0.0,0.0,640x360,320x180,26,7
571.7083333333334,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,21,11
572.0,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,21,11
572.2916666666666,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,21,11
572.5833333333334,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,24,12
572.875,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,24,12
573.1666666666666,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,24,12
573.4583333333334,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,24,12
573.75,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,26,12
574.0416666666666,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,26,12
574.3333333333334,70,55,5,11,0.0,0.0,1.4,1.9,640x360,320x180,26,12
574.625,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,26,12
574.9166666666666,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,26,12
575.2083333333334,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,26,12
575.5,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,20,11
575.7916666666666,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,20,11
576.0833333333334,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,20,11
576.375,67,55,6,11,0.9,8.6,1.4,1.9,640x360,320x180,20,11
576.6666666666666,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,25,11
576.9583333333334,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,25,11
577.25,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,25,11
577.5416666666666,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
577.8333333333334,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
578.125,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
578.4166666666666,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
578.7083333333334,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
579.0,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
579.2916666666666,67,46,6,3,0.9,8.6,0.0,1.9,640x360,320x180,26,12
579.5833333333334,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,26,11
579.875,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,26,11
580.1666666666666,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,26,11
580.4583333333334,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,27,12
580.75,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,27,12
581.0416666666666,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,27,12
581.3333333333334,49,46,4,3,0.4,4.0,0.0,1.9,640x360,320x180,27,12
581.625,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,12
581.9166666666666,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,12
582.2083333333334,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,12
582.5,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
582.7916666666666,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
583.0833333333334,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
583.375,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
583.6666666666666,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
583.9583333333334,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
584.25,49,49,4,3,0.4,4.0,0.0,0.0,640x360,320x180,27,11
584.5416666666666,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,25,12
584.8333333333334,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,25,12
585.125,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,25,12
585.4166666666666,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,26,11
585.7083333333334,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,26,11
586.0,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,26,11
586.2916666666666,48,49,4,3,0.0,0.0,0.0,0.0,640x360,320x180,26,11
586.5833333333334,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
586.875,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
587.1666666666666,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
587.4583333333334,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
587.75,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
588.0416666666666,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,11
588.3333333333334,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,12
588.625,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,12
588.9166666666666,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,12
589.2083333333334,48,39,4,3,0.0,0.0,0.0,0.0,640x360,320x180,27,12
589.5,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
589.7916666666666,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
590.0833333333334,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
590.375,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
590.6666666666666,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
590.9583333333334,51,39,4,3,0.1,1.2,0.0,0.0,640x360,320x180,26,11
591.25,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
591.5416666666666,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
591.8333333333334,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
592.125,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
592.4166666666666,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
592.7083333333334,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
593.0,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,27,12
593.2916666666666,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,26,12
593.5833333333334,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,26,12
593.875,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,26,12
594.1666666666666,51,42,4,2,0.1,1.2,0.0,0.0,640x360,320x180,26,12
594.4583333333334,52,42,4,2,0.1,1.4,0.0,0.0,640x360,320x180,27,11
594.75,52,42,4,2,0.1,1.4,0.0,0.0,640x360,320x180,27,11
