row_type,target_frame_rate,game_latency,capture_latency,convert_latency,encode_latency,network_latency,decode_latency,display_latency,dropped,state,minRTT,maxRTT,gain,bitrate,ping,in_bitrate,in_pkts,in_qual,out_bitrate,out_pkts,out_qual,Event Technology,lte_mr_events,nr_mr_events,lte_ho_attempt,lte_ho_result,lte_ho_enb_type,lte_ho_freq_type,lte_ho_band_type,scg_mobility_attempt,scg_mobility_result,scg_mobility_type,menb_ho_attempt,menb_ho_result,menb_ho_type,lte_ho_category,nr_ho_category,time_since_start
slow,,16.04,2.84,0.03,12.02,36.49,1.72,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.0
slow,,16.02,2.92,0.03,11.87,37.22,1.66,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.0
slow,,16.02,2.84,0.04,11.95,36.35,1.31,6.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.0
slow,,16.04,2.8,0.03,12.06,37.26,1.56,4.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.0
slow,,16.04,2.77,0.04,11.8,37.48,1.59,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.0
slow,,16.14,2.82,0.03,11.95,35.56,1.34,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.0
slow,,16.07,2.82,0.04,11.97,37.22,1.54,9.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.0
slow,,16.07,2.79,0.03,11.93,37.54,1.22,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.0
slow,,16.04,2.79,0.03,12.0,36.96,1.59,9.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.0
slow,,16.1,2.79,0.04,11.82,37.56,1.7,3.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.0
slow,,16.14,2.83,0.03,11.83,35.6,1.73,6.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.0
slow,,16.1,2.81,0.03,11.92,36.18,1.54,9.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.0
slow,,16.1,2.82,0.03,12.04,36.42,1.59,10.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.0
slow,,16.03,2.79,0.04,12.08,37.58,1.47,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.0
slow,,16.07,2.83,0.04,12.09,38.36,1.83,4.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.0
slow,,16.04,2.84,0.03,11.99,36.87,1.67,8.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0
slow,,16.09,2.84,0.03,12.02,37.46,1.53,10.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.0
slow,,16.07,2.83,0.04,11.9,37.9,1.83,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.0
slow,,16.08,2.8,0.03,12.08,36.58,1.86,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.0
slow,,16.08,2.8,0.04,12.04,37.85,1.56,8.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0
slow,,16.14,2.83,0.03,11.86,37.42,1.49,2.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.0
target,60.0,16.15,2.86,0.03,12.0,30.64,1.69,5.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.0
socket_stats,,,,,,,,,,,,,,,59.0,27336.2,4014.3,99.3,71.2,71.4,100.0,,,,,,,,,,,,,,,,,291.0
socket_stats,,,,,,,,,,,,,,,61.0,25882.5,3775.7,100.0,62.9,59.0,100.0,,,,,,,,,,,,,,,,,296.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.0
socket_stats,,,,,,,,,,,,,,,56.0,26391.2,3869.0,100.0,59.9,57.5,100.0,,,,,,,,,,,,,,,,,301.0
slow,,16.04,2.88,0.03,12.02,34.49,1.58,3.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.0
slow,,16.07,2.87,0.03,12.01,34.56,1.6,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0
target,60.0,16.06,2.88,0.04,12.0,33.74,1.64,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.0
slow,,16.12,2.85,0.03,12.01,34.92,1.71,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.0
target,60.0,16.1,2.87,0.04,11.95,32.29,1.62,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0
socket_stats,,,,,,,,,,,,,,,57.0,26474.3,3871.1,100.0,81.2,70.4,100.0,,,,,,,,,,,,,,,,,306.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.0
socket_stats,,,,,,,,,,,,,,,54.0,26071.8,3806.6,100.0,64.6,65.8,100.0,,,,,,,,,,,,,,,,,311.0
slow,,16.06,2.77,0.04,11.75,36.03,1.55,10.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0
bitrate_adapter,,,,,,,,,,2.0,50.0,101.0,0.75,16875.0,,,,,,,,,,,,,,,,,,,,,,,,313.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.0
bitrate_adapter,,,,,,,,,,2.0,50.0,105.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,313.0
slow,,16.05,2.84,0.04,11.74,40.12,1.31,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.0
target,60.0,16.11,2.88,0.03,11.84,31.39,1.56,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.0
socket_stats,,,,,,,,,,,,,,,60.0,20913.4,2933.6,100.0,76.9,72.2,100.0,,,,,,,,,,,,,,,,,316.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.0
bitrate_adapter,,,,,,,,,,2.0,50.0,72.0,1.25,21093.0,,,,,,,,,,,,,,,,,,,,,,,,317.0
socket_stats,,,,,,,,,,,,,,,60.0,15932.3,2109.3,100.0,68.1,65.2,100.0,,,,,,,,,,,,,,,,,321.0
bitrate_adapter,,,,,,,,,,2.0,50.0,70.0,1.25,26366.0,,,,,,,,,,,,,,,,,,,,,,,,321.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.0
bitrate_adapter,,,,,,,,,,2.0,51.0,72.0,1.25,30000.0,,,,,,,,,,,,,,,,,,,,,,,,325.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.0
socket_stats,,,,,,,,,,,,,,,58.0,21664.5,3069.5,100.0,63.2,59.3,100.0,,,,,,,,,,,,,,,,,326.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0
slow,,16.11,2.93,0.03,12.13,34.42,1.52,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0
slow,,16.08,2.9,0.04,12.17,34.37,1.45,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.0
slow,,16.12,2.93,0.04,12.05,35.35,1.52,5.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.0
slow,,16.09,2.93,0.04,12.14,35.95,1.56,6.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.0
target,60.0,16.04,2.95,0.03,12.17,33.09,1.51,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.0
socket_stats,,,,,,,,,,,,,,,60.0,25974.6,3800.9,99.9,64.8,64.7,100.0,,,,,,,,,,,,,,,,,331.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0
slow,,16.11,2.85,0.03,11.98,34.65,1.42,6.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.0
slow,,16.04,2.94,0.04,12.08,34.75,1.47,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.0
socket_stats,,,,,,,,,,,,,,,53.0,26284.8,3847.1,100.0,61.8,61.8,100.0,,,,,,,,,,,,,,,,,336.0
target,60.0,16.08,2.87,0.03,12.04,33.38,1.64,5.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.0
slow,,16.18,2.79,0.03,11.47,34.53,1.53,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0
target,60.0,16.18,2.82,0.04,11.86,30.73,1.48,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
socket_stats,,,,,,,,,,,,,,,55.0,26027.5,3813.0,100.0,68.3,68.4,100.0,,,,,,,,,,,,,,,,,341.0
bitrate_adapter,,,,,,,,,,2.0,49.0,128.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,341.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.0
slow,,16.2,2.82,0.03,11.84,38.28,1.55,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.0
target,60.0,16.15,2.84,0.03,11.59,32.21,1.52,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.0
bitrate_adapter,,,,,,,,,,2.0,49.0,70.0,1.25,28125.0,,,,,,,,,,,,,,,,,,,,,,,,345.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,345.885575
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,345.89957400000003
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0
bitrate_adapter,,,,,,,,,,2.0,49.0,196.0,0.75,21093.0,,,,,,,,,,,,,,,,,,,,,,,,346.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0
slow,,16.13,2.81,0.04,11.8,58.59,1.57,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.0
slow,,16.17,2.82,0.03,11.83,44.43,1.39,2.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.0
slow,,16.16,2.83,0.03,11.75,38.53,1.47,4.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0
bitrate_adapter,,,,,,,,,,2.0,49.0,192.0,0.75,15819.0,,,,,,,,,,,,,,,,,,,,,,,,348.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,intra,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,348.42487700000004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,348.47321500000004
slow,,16.12,2.81,0.04,11.6,54.66,1.43,5.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.0
slow,,16.12,2.87,0.03,11.87,37.63,1.57,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0
slow,,16.14,2.93,0.03,11.6,37.58,1.18,2.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0
bitrate_adapter,,,,,,,,,,2.0,54.0,78.0,1.25,19773.0,,,,,,,,,,,,,,,,,,,,,,,,352.0
slow,,16.15,2.95,0.04,11.64,36.99,1.6,3.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.0
slow,,16.1,2.86,0.04,11.64,37.77,1.52,6.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.0
slow,,16.13,2.88,0.04,11.64,36.88,1.42,6.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0
slow,,16.12,2.89,0.04,11.65,36.45,1.5,8.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.0
slow,,16.16,2.9,0.04,11.79,39.0,1.59,10.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.0
bitrate_adapter,,,,,,,,,,2.0,56.0,84.0,1.25,24716.0,,,,,,,,,,,,,,,,,,,,,,,,356.0
slow,,16.12,2.9,0.04,11.52,37.06,1.23,7.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0
slow,,16.12,2.85,0.04,11.92,38.88,1.28,6.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.0
slow,,16.07,2.91,0.03,11.78,40.57,1.73,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.0
slow,,16.09,2.89,0.03,11.81,38.0,1.51,6.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0
bitrate_adapter,,,,,,,,,,2.0,56.0,84.0,1.25,30000.0,,,,,,,,,,,,,,,,,,,,,,,,360.0
slow,,16.1,2.89,0.04,11.85,39.15,1.43,8.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.0
slow,,16.14,2.89,0.04,11.98,39.24,1.37,8.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.0
slow,,16.15,2.89,0.04,12.09,38.96,1.39,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0
slow,,16.19,2.86,0.04,11.92,38.78,1.76,10.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.0
slow,,16.17,2.87,0.03,11.72,38.62,1.75,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.0
slow,,16.19,2.94,0.03,11.65,39.76,1.34,9.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.0
slow,,16.17,2.93,0.04,11.67,39.54,1.51,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367.0
slow,,16.14,2.91,0.04,11.75,36.7,1.27,7.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0
target,60.0,16.17,2.89,0.04,11.83,32.16,1.62,5.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0
socket_stats,,,,,,,,,,,,,,,64.0,26022.9,3796.6,99.7,74.2,66.1,100.0,,,,,,,,,,,,,,,,,371.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.0
socket_stats,,,,,,,,,,,,,,,62.0,25706.3,3754.8,100.0,58.8,56.6,100.0,,,,,,,,,,,,,,,,,376.0
slow,,16.11,2.89,0.04,11.95,34.82,1.35,11.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.0
socket_stats,,,,,,,,,,,,,,,58.0,26089.9,3804.4,100.0,55.9,54.6,100.0,,,,,,,,,,,,,,,,,381.0
target,60.0,16.11,2.86,0.04,11.79,32.78,1.32,8.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.0
slow,,16.13,2.86,0.04,11.72,34.43,1.28,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.0
socket_stats,,,,,,,,,,,,,,,54.0,26272.3,3843.8,100.0,58.9,58.0,100.0,,,,,,,,,,,,,,,,,386.0
target,60.0,16.18,2.87,0.03,11.86,33.87,1.3,3.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.0
slow,,16.08,2.86,0.03,11.72,37.01,1.24,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
slow,,16.1,2.87,0.03,11.64,38.61,1.38,4.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.00000000000006
slow,,16.08,2.87,0.04,11.68,36.02,1.51,2.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.00000000000006
socket_stats,,,,,,,,,,,,,,,59.0,26349.0,3857.6,100.0,67.0,60.0,100.0,,,,,,,,,,,,,,,,,391.00000000000006
slow,,16.1,2.85,0.03,11.86,45.31,1.56,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
bitrate_adapter,,,,,,,,,,2.0,49.0,184.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
slow,,16.14,2.88,0.03,11.81,37.95,1.66,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.00000000000006
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,393.43336400000004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,393.48609400000004
slow,,16.17,2.84,0.04,11.56,49.14,1.92,3.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.00000000000006
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,394.857145
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,394.895864
slow,,16.17,2.87,0.03,11.73,76.24,1.26,2.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.00000000000006
bitrate_adapter,,,,,,,,,,2.0,49.0,146.0,0.75,16875.0,,,,,,,,,,,,,,,,,,,,,,,,395.00000000000006
target,60.0,16.15,2.86,0.04,11.46,29.57,1.12,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.00000000000006
socket_stats,,,,,,,,,,,,,,,54.0,22930.1,3279.5,99.9,69.3,59.3,100.0,,,,,,,,,,,,,,,,,396.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.00000000000006
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,397.53308200000004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,397.578662
bitrate_adapter,,,,,,,,,,2.0,48.0,160.0,0.75,12656.0,,,,,,,,,,,,,,,,,,,,,,,,398.00000000000006
slow,,16.15,2.89,0.04,11.75,42.59,1.31,3.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.00000000000006
target,60.0,16.14,2.89,0.03,11.66,30.8,1.22,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.00000000000006
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,400.527145
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,400.577126
socket_stats,,,,,,,,,,,,,,,53.0,11815.8,1457.8,100.0,67.8,60.8,100.0,,,,,,,,,,,,,,,,,401.00000000000006
bitrate_adapter,,,,,,,,,,2.0,48.0,118.0,0.75,9492.0,,,,,,,,,,,,,,,,,,,,,,,,401.00000000000006
slow,,16.11,2.87,0.04,11.63,39.28,1.23,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.00000000000006
target,60.0,16.1,2.85,0.04,11.57,30.3,1.16,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.00000000000006
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
slow,,16.14,2.92,0.04,11.79,36.52,1.51,6.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.0
target,60.0,16.17,2.98,0.04,11.91,34.31,1.48,2.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.0
socket_stats,,,,,,,,,,,,,,,60.0,25244.2,3679.6,100.0,66.6,67.0,100.0,,,,,,,,,,,,,,,,,408.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0
slow,,16.1,2.95,0.04,11.83,34.54,1.67,7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0
bitrate_adapter,,,,,,,,,,2.0,48.0,108.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,412.0
slow,,16.12,2.97,0.04,11.85,36.49,1.51,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.0
target,60.0,16.06,3.0,0.04,11.71,31.93,1.33,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.0
socket_stats,,,,,,,,,,,,,,,58.0,24659.4,3573.8,100.0,60.8,62.0,100.0,,,,,,,,,,,,,,,,,414.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,414.84265500000004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,414.93271500000003
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
slow,,16.11,2.97,0.04,11.6,43.28,1.59,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
bitrate_adapter,,,,,,,,,,2.0,48.0,172.0,0.75,16875.0,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,attempt,,modification,,,,,nsa_scgm,415.45076900000004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,,,,,,success,,,,,,,415.50560700000005
slow,,16.15,2.95,0.04,11.62,38.6,1.55,3.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,416.0
target,60.0,16.18,2.98,0.04,11.77,30.29,1.46,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.0
socket_stats,,,,,,,,,,,,,,,55.0,16053.7,2132.9,99.9,67.2,67.7,100.0,,,,,,,,,,,,,,,,,419.0
bitrate_adapter,,,,,,,,,,2.0,48.0,69.0,1.25,21093.0,,,,,,,,,,,,,,,,,,,,,,,,419.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.0
