row_type,target_frame_rate,game_latency,capture_latency,convert_latency,encode_latency,network_latency,decode_latency,display_latency,dropped,state,minRTT,maxRTT,gain,bitrate,ping,in_bitrate,in_pkts,in_qual,out_bitrate,out_pkts,out_qual,Event Technology,lte_mr_events,nr_mr_events,lte_ho_attempt,lte_ho_result,lte_ho_enb_type,lte_ho_freq_type,lte_ho_band_type,scg_mobility_attempt,scg_mobility_result,scg_mobility_type,menb_ho_attempt,menb_ho_result,menb_ho_type,lte_ho_category,nr_ho_category,time_since_start
slow,,16.09,2.96,0.03,11.97,37.12,1.64,9.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.0
slow,,16.12,2.93,0.04,11.74,36.97,1.72,6.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.0
target,60.0,16.1,2.93,0.04,11.97,30.61,1.46,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0
socket_stats,,,,,,,,,,,,,,,53.0,25281.4,3652.6,99.8,76.5,72.1,100.0,,,,,,,,,,,,,,,,,108.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0
socket_stats,,,,,,,,,,,,,,,59.0,26286.3,3848.2,99.7,76.8,70.1,100.0,,,,,,,,,,,,,,,,,113.0
socket_stats,,,,,,,,,,,,,,,58.0,26814.0,3942.8,100.0,72.9,68.1,100.0,,,,,,,,,,,,,,,,,118.00000000000001
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.00000000000001
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.00000000000001
slow,,16.11,2.97,0.04,11.91,34.95,1.73,3.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.00000000000001
target,60.0,16.04,2.91,0.04,11.97,34.04,1.58,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.00000000000001
socket_stats,,,,,,,,,,,,,,,56.0,26694.3,3918.5,100.0,69.7,64.4,100.0,,,,,,,,,,,,,,,,,123.00000000000001
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.00000000000001
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.00000000000001
socket_stats,,,,,,,,,,,,,,,64.0,25925.2,3786.4,100.0,58.6,55.8,100.0,,,,,,,,,,,,,,,,,128.0
slow,,16.13,2.98,0.04,12.04,35.08,1.39,11.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0
socket_stats,,,,,,,,,,,,,,,51.0,26523.2,3879.2,100.0,64.3,59.3,100.0,,,,,,,,,,,,,,,,,133.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0
target,60.0,16.13,2.95,0.04,11.98,33.44,1.74,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.0
slow,,16.13,2.95,0.04,12.0,34.78,1.77,10.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0
socket_stats,,,,,,,,,,,,,,,57.0,26382.0,3871.7,100.0,72.2,68.3,100.0,,,,,,,,,,,,,,,,,138.0
target,60.0,16.14,2.92,0.04,11.85,33.95,1.56,8.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0
socket_stats,,,,,,,,,,,,,,,58.0,26451.2,3881.3,100.0,65.3,67.2,100.0,,,,,,,,,,,,,,,,,143.0
socket_stats,,,,,,,,,,,,,,,57.0,24557.8,3561.6,100.0,64.0,64.2,100.0,,,,,,,,,,,,,,,,,148.0
slow,,16.14,2.92,0.03,11.94,36.4,1.48,10.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,152.753525
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,152.800904
slow,,16.19,2.91,0.04,11.83,103.63,1.45,5.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
socket_stats,,,,,,,,,,,,,,,56.0,24986.5,3633.1,100.0,60.0,60.1,100.0,,,,,,,,,,,,,,,,,153.0
bitrate_adapter,,,,,,,,,,2.0,51.0,289.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,153.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0
slow,,18.81,1.93,0.05,11.72,60.54,1.3,8.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.0
bitrate_adapter,,,,,,,,,,2.0,51.0,203.0,0.75,16875.0,,,,,,,,,,,,,,,,,,,,,,,,154.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,154.396004
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,154.476866
target,60.0,25.52,2.95,0.04,13.06,32.16,1.62,9.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0
socket_stats,,,,,,,,,,,,,,,56.0,9799.5,1370.6,100.0,52.9,53.4,100.0,,,,,,,,,,,,,,,,,158.0
bitrate_adapter,,,,,,,,,,2.0,51.0,69.0,1.25,21093.0,,,,,,,,,,,,,,,,,,,,,,,,158.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
bitrate_adapter,,,,,,,,,,2.0,51.0,117.0,0.75,15819.0,,,,,,,,,,,,,,,,,,,,,,,,160.0
slow,,27.8,2.99,0.04,17.41,37.2,1.47,6.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0
target,60.0,27.88,2.97,0.04,17.44,32.97,1.71,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.0
target,60.0,27.89,2.97,0.04,17.75,31.06,1.37,3.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0
socket_stats,,,,,,,,,,,,,,,56.0,6447.5,859.1,100.0,41.4,51.7,100.0,,,,,,,,,,,,,,,,,163.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
bitrate_adapter,,,,,,,,,,2.0,53.0,67.0,1.25,19773.0,,,,,,,,,,,,,,,,,,,,,,,,164.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
target,15.0,29.41,2.89,0.04,17.79,35.01,1.58,5.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.0
bitrate_adapter,,,,,,,,,,2.0,53.0,145.0,0.75,14829.0,,,,,,,,,,,,,,,,,,,,,,,,165.0
slow,,31.63,2.79,0.04,17.86,59.11,1.65,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
target,60.0,25.68,3.39,0.04,16.42,30.94,1.36,4.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
bitrate_adapter,,,,,,,,,,2.0,48.0,134.0,0.75,11121.0,,,,,,,,,,,,,,,,,,,,,,,,166.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0
slow,,21.04,2.97,0.04,12.35,49.95,2.11,3.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0
target,60.0,16.76,2.93,0.04,12.2,30.68,1.27,2.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0
socket_stats,,,,,,,,,,,,,,,59.0,8016.0,1106.3,100.0,49.5,54.6,100.0,,,,,,,,,,,,,,,,,168.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0
bitrate_adapter,,,,,,,,,,2.0,48.0,222.0,0.75,8340.0,,,,,,,,,,,,,,,,,,,,,,,,170.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,170.013717
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,170.02984
slow,,16.68,2.92,0.04,12.1,47.77,1.61,3.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0
target,60.0,16.53,2.97,0.04,12.18,28.93,1.15,2.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0
socket_stats,,,,,,,,,,,,,,,54.0,3202.9,494.9,100.0,66.7,56.7,100.0,,,,,,,,,,,,,,,,,173.0
bitrate_adapter,,,,,,,,,,2.0,49.0,73.0,1.25,10425.0,,,,,,,,,,,,,,,,,,,,,,,,174.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.0
bitrate_adapter,,,,,,,,,,2.0,51.0,71.0,1.25,13031.0,,,,,,,,,,,,,,,,,,,,,,,,178.0
socket_stats,,,,,,,,,,,,,,,61.0,3060.1,477.5,99.9,50.2,54.9,100.0,,,,,,,,,,,,,,,,,178.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.0
bitrate_adapter,,,,,,,,,,2.0,51.0,302.0,0.75,9773.0,,,,,,,,,,,,,,,,,,,,,,,,179.0
slow,,19.44,2.95,0.04,12.16,68.38,2.29,4.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.0
slow,,24.5,2.93,0.04,11.7,35.32,1.25,3.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.0
target,60.0,22.97,2.94,0.04,11.83,30.15,1.18,3.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.0
socket_stats,,,,,,,,,,,,,,,53.0,4425.1,619.8,100.0,56.1,58.8,100.0,,,,,,,,,,,,,,,,,183.0
bitrate_adapter,,,,,,,,,,2.0,49.0,69.0,1.25,12216.0,,,,,,,,,,,,,,,,,,,,,,,,183.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
slow,,21.88,2.7,0.04,12.14,50.16,1.48,3.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,184.257169
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,184.272321
bitrate_adapter,,,,,,,,,,2.0,49.0,152.0,0.75,9162.0,,,,,,,,,,,,,,,,,,,,,,,,185.0
slow,,28.75,2.69,0.05,11.66,63.66,1.92,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.0
slow,,53.5,3.04,0.04,15.87,67.19,1.7,16.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.0
bitrate_adapter,,,,,,,,,,2.0,49.0,340.0,0.75,6871.0,,,,,,,,,,,,,,,,,,,,,,,,186.0
slow,,82.25,2.66,0.04,17.65,88.72,1.41,7.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
bitrate_adapter,,,,,,,,,,2.0,49.0,205.0,0.75,5153.0,,,,,,,,,,,,,,,,,,,,,,,,188.0
slow,,80.15,1.8,0.05,18.43,39.47,1.45,8.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.0
socket_stats,,,,,,,,,,,,,,,57.0,2068.4,371.1,98.8,36.5,48.7,100.0,,,,,,,,,,,,,,,,,188.0
slow,,45.1,4.12,0.04,17.43,45.94,1.55,5.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0
target,60.0,26.83,2.93,0.03,11.85,28.06,1.16,3.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,191.55050900000003
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,191.560882
slow,,16.13,2.89,0.04,12.06,71.23,1.58,3.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0
slow,,16.15,2.88,0.04,12.04,38.87,1.48,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.0
slow,,16.14,2.85,0.04,12.04,36.92,1.35,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.0
bitrate_adapter,,,,,,,,,,2.0,49.0,78.0,1.25,28125.0,,,,,,,,,,,,,,,,,,,,,,,,195.0
slow,,16.15,2.92,0.04,12.06,36.42,1.5,8.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0
slow,,16.13,2.85,0.03,12.07,37.34,1.31,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.0
slow,,16.13,2.82,0.04,12.03,37.93,1.33,9.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.0
slow,,16.19,2.83,0.03,11.95,36.86,1.44,10.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.0
slow,,16.13,2.83,0.04,11.78,36.41,1.58,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0
bitrate_adapter,,,,,,,,,,2.0,52.0,82.0,1.25,30000.0,,,,,,,,,,,,,,,,,,,,,,,,200.0
slow,,16.2,2.86,0.03,12.01,36.46,1.65,5.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.0
slow,,16.22,2.87,0.04,11.86,37.45,1.51,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.0
,,,,,,,,,,,,,,,,,,,,,,NSA,,,attempt,,inter-x2,intra,intra,attempt,,modification,attempt,,intra,nsa_menb_intra,nsa_scgm,202.784383
,,,,,,,,,,,,,,,,,,,,,,NSA,,,,success,,,,,success,,,success,,,,202.84718100000003
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
bitrate_adapter,,,,,,,,,,2.0,59.0,234.0,0.75,22500.0,,,,,,,,,,,,,,,,,,,,,,,,203.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
slow,,16.21,2.87,0.04,12.07,56.83,2.35,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.0
target,60.0,16.09,2.95,0.04,12.08,34.19,1.1,5.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0
slow,,16.17,2.93,0.04,12.16,35.15,1.36,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.0
slow,,16.15,2.8,0.03,12.03,34.48,1.21,3.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.0
bitrate_adapter,,,,,,,,,,2.0,59.0,79.0,1.25,28125.0,,,,,,,,,,,,,,,,,,,,,,,,207.0
slow,,16.18,2.85,0.03,11.97,34.5,1.2,5.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.0
slow,,16.08,2.86,0.04,12.15,36.49,1.32,9.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0
slow,,16.08,2.86,0.03,12.07,37.63,1.67,5.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.0
slow,,16.12,2.86,0.04,11.99,37.09,1.55,5.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0
bitrate_adapter,,,,,,,,,,2.0,59.0,72.0,1.25,30000.0,,,,,,,,,,,,,,,,,,,,,,,,211.0
slow,,16.01,2.87,0.04,12.16,36.78,1.66,9.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.0
slow,,16.04,2.88,0.04,12.05,36.98,1.6,6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0
slow,,16.07,2.86,0.03,12.11,38.54,1.61,2.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.0
slow,,16.1,2.84,0.04,12.12,37.49,1.52,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.0
slow,,16.12,2.84,0.04,12.07,38.44,1.65,2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0
slow,,16.07,2.86,0.03,12.05,36.65,1.58,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.0
slow,,16.09,2.92,0.04,12.18,38.05,1.39,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0
slow,,16.05,2.85,0.03,12.02,37.95,1.55,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.0
slow,,16.07,2.86,0.03,12.04,38.1,1.75,9.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.0
slow,,16.1,2.83,0.04,12.01,37.38,1.41,8.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.0
slow,,16.14,2.83,0.03,12.09,37.42,1.46,10.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0
slow,,16.12,2.89,0.03,11.99,38.19,1.47,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.0
slow,,16.06,2.89,0.03,11.98,37.39,1.47,10.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.0
slow,,16.08,2.87,0.04,11.96,37.32,1.61,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.0
slow,,16.09,2.9,0.04,12.05,37.02,1.55,10.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.0
slow,,16.11,2.93,0.04,12.2,37.58,1.55,11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0
slow,,16.11,2.98,0.04,12.07,38.22,1.41,11.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0
slow,,16.12,2.94,0.04,12.18,40.07,1.45,10.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.0
slow,,16.08,2.95,0.04,12.28,38.76,1.68,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.0
slow,,16.05,2.87,0.03,12.07,38.65,1.56,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0
slow,,16.16,2.97,0.04,12.22,38.62,1.78,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0
slow,,16.21,2.97,0.04,12.05,37.58,1.6,6.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.0
slow,,16.18,2.97,0.04,12.17,38.13,1.68,8.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0
slow,,16.09,2.99,0.04,12.29,38.04,1.45,8.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.0
slow,,16.09,2.98,0.04,12.09,38.44,1.65,7.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.0
slow,,16.14,2.99,0.04,11.98,38.6,1.55,7.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0
slow,,16.18,2.99,0.03,12.06,36.61,1.55,6.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0
slow,,16.14,2.99,0.04,12.08,36.5,1.75,7.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.0
slow,,16.14,2.99,0.04,12.07,40.61,1.57,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.0
slow,,16.11,2.98,0.04,11.97,39.44,1.6,5.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.0
slow,,16.05,2.94,0.04,12.09,37.67,1.67,4.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0
slow,,16.02,2.99,0.04,12.24,38.29,1.69,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0
slow,,16.02,2.98,0.04,12.16,37.83,1.63,7.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0
slow,,16.03,2.96,0.04,12.17,38.17,1.51,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.0
slow,,16.08,2.98,0.04,12.14,37.5,1.51,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.0
slow,,16.09,2.99,0.04,12.39,37.21,1.75,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.0
slow,,16.1,2.96,0.04,12.36,37.45,1.52,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0
slow,,16.1,2.98,0.04,12.2,37.09,1.67,9.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.0
slow,,15.99,2.98,0.04,12.15,38.41,1.81,6.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.0
slow,,16.04,2.97,0.04,12.04,37.99,1.8,2.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0
slow,,16.06,3.0,0.04,12.34,37.55,1.76,2.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.0
slow,,16.13,2.97,0.04,12.43,36.88,1.48,2.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.0
slow,,16.12,2.99,0.04,12.39,38.34,1.49,2.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.0
slow,,16.14,2.97,0.04,12.36,38.56,1.55,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0
slow,,16.09,2.96,0.04,12.26,36.73,1.62,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.0
slow,,16.04,2.98,0.04,12.3,36.96,1.36,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.0
slow,,16.0,2.98,0.04,12.3,37.19,1.8,2.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.0
slow,,16.03,2.96,0.04,12.22,37.93,1.76,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.0
slow,,16.11,2.97,0.04,12.24,37.94,1.72,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.0
slow,,16.15,2.96,0.04,12.34,37.45,1.53,7.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0
slow,,16.15,2.97,0.04,12.2,36.74,1.6,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.0
slow,,16.1,2.97,0.04,12.13,37.6,1.52,7.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0
slow,,16.18,2.99,0.04,12.21,37.47,1.67,6.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0
dropped_fps,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.0
slow,,16.45,2.97,0.04,12.2,38.29,1.56,6.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0
slow,,16.49,2.98,0.04,12.33,38.08,1.42,7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.0
slow,,16.41,2.9,0.04,12.24,36.71,1.35,7.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0
slow,,16.13,2.81,0.03,12.11,36.5,1.48,9.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0
slow,,16.07,2.8,0.03,11.93,36.49,1.6,9.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.0
